,Topic,Words,Frequency,Timestamp,Name
4256,177,"spitzentrio, tabellenführer, wellenreuther, wanitzek, arminia",1,2020-05-17,177_bundesliga_köln_trainer_fußball
4257,-1,"tea, taiwan, taiwanische, taiwans, häußler",18,2020-05-18,-1_wenn_dann_mehr_über
4258,0,"morissette, alanis, lionel, wörter, brechtisches",13,2020-05-18,0_geschwindigkeitsanzeige_geschwindigkei...
4259,6,"verlagsleiter, jahrbuch, weinheim, rübelmann, lützelsachsen",1,2020-05-18,6_bryant_gestorben_tod_wallow
4260,7,"nascar, itunes, preis, carolina, totenstill",2,2020-05-18,7_ferrari_hamilton_mercedes_fahrer
4261,26,"mbembe, debatte, mbembes, afrika, afrikanischen",1,2020-05-18,26_mboro_schädel_mbembe_elsässer
4262,50,"klimapolitik, klimawandel, biotope, kohlendioxid, energien",1,2020-05-18,
4263,78,"polarstern, eisscholle, eisbrecher, nordpol, mohaupt",1,2020-05-18,
4264,88,"schleifvlies, unverdünntem, vergrauen, stahlwolle, abreiben",1,2020-05-18,88_wasser_luft_reinigen_feuchtigkeit
4265,107,"zeitmagazin, zahnärzte, zahnarzt, brasilien, topgeschult",1,2020-05-18,107_tesla_auto_volkswagen_fahrzeuge
4266,108,"yolo, stubenhocker, emoji, großeltern, pubertätsratgeber",1,2020-05-18,
4267,110,"voraussagen, prognosen, fehlprognosen, gegenreaktionen, vorauszusagen",1,2020-05-18,110_virus_coronavirus_schuld_pandemie
4268,120,"rigorose, lancet, symptome, infizierter, verfolgung",1,2020-05-18,120_infektionen_neuinfektionen_coronavir...
4269,124,"sundermeyer, verhältnismäßigkeit, lauterbach, leutheusser, schnarrenberger",1,2020-05-18,124_satire_strafanzeige_polizisten_wirec...
4270,128,"jackson, apple, ebook, keynote, hurley",2,2020-05-18,128_instagram_mutter_mode_immer
4271,131,"caracas, musikwissenschaftlerin, sopranist, gesangswettbewerbs, balletttänzer",1,2020-05-18,131_daiana_sylvie_ballett_zizi
4272,147,"vodafone, bestellung, kabelbuchse, bereitstellungsentgelt, petendorf",1,2020-05-18,
4273,148,"terrible, dreh, schygulla, amazon, montagsspiel",2,2020-05-18,148_rtl_fernsehgarten_bauer_orridge
4274,149,"notenbank, anleihekäufe, bundesbank, bundestag, geldpolitik",1,2020-05-18,149_bundesbank_huffschmid_geldpolitik_po...
4275,152,"gewerbesteuer, milliarden, umsatzsteuer, arbeitslosenquote, freibiercharakter",2,2020-05-18,152_dollar_milliarden_euro_aktien
4276,168,"müller, bayern, kalulu, müllers, säbener",2,2020-05-18,168_bayern_kovac_trainer_münchen
4277,169,"archäologie, geschichtsvereinen, hanßelmann, römerschanze, obergermanien",1,2020-05-18,169_bayern_flick_münchen_bundesliga
4278,173,"wyker, dagebüll, reederei, fähren, schleswig",1,2020-05-18,173_friedrich_mälzer_berliner_hamburger
4279,-1,"perani, effenberg, uerdingen, scholz, reddy",27,2020-05-19,-1_wenn_dann_mehr_über
4280,0,"morissette, alanis, lionel, wörter, brechtisches",12,2020-05-19,0_geschwindigkeitsanzeige_geschwindigkei...
4281,7,"renault, llighausen, weiher, donnerschlag, traditionsrennstall",1,2020-05-19,7_ferrari_hamilton_mercedes_fahrer
4282,28,"reisewarnung, reiseverbot, reiserechtler, bürgerkriegsländer, reisevertrag",1,2020-05-19,28_lufthansa_airlines_airline_jetlines
4283,32,"passagierin, quarantäne, testergebnis, brigitta, flug",1,2020-05-19,32_airlines_flugzeug_flugzeuge_aeroteleg...
4284,41,"tv, test, 600, warentest, 49sm82007la",1,2020-05-19,41_roblox_spieler_kasparov_scrabble
4285,43,"easyjet, phishing, mail, fluggesellschaft, mails",1,2020-05-19,43_app_android_google_microsoft
4286,44,"megapixel, vierfachkamera, snapdragon, lamborghini, hauptkamera",1,2020-05-19,44_smartphone_huawei_google_iphone
4287,45,"hegenloh, inhaber, reisebüros, umsätze, rfolgsfaktor",1,2020-05-19,45_marketing_unternehmen_digitalisierung...
4288,49,"warcraft, doom, troll, azeroth, monster",1,2020-05-19,49_smartphone_apple_iphone_smartphones
4289,80,"fischbach, ausfallquoten, kultusministeriums, verrichten, anstrebt",1,2020-05-19,80_schulen_schule_lehrer_unterricht
4290,105,"gegenkundgebung, gaspistole, cannstatter, demonstranten, linksextremen",1,2020-05-19,105_jährige_cornelia_staatsanwaltschaft_...
4291,108,"männerwelten, gewalt, männer, vergewaltigt, perfekter",1,2020-05-19,
4292,117,"vatm, fiber, deutsche, haushalte, telekom",1,2020-05-19,117_gessner_musterhaus_vodafone_thyssen
4293,128,"barranquilla, kolumbianischen, pick, vergewaltigt, pussygrabber",2,2020-05-19,128_instagram_mutter_mode_immer
4294,145,"karlsruhe, grundgesetz, verfassungsgericht, urteil, geheimdienste",1,2020-05-19,145_spd_scholz_karrenbauer_thüringen
4295,152,"dihk, schweitzer, auftragsbestand, neuzulassungen, betriebe",1,2020-05-19,152_dollar_milliarden_euro_aktien
4296,164,"havertz, werder, demirbay, wirtz, bissek",1,2020-05-19,164_werder_kohfeldt_bremer_bundesliga
4297,-1,"meinung, auster, farrow, grad, östberg",18,2020-05-20,-1_wenn_dann_mehr_über
4298,0,"morissette, alanis, lionel, wörter, brechtisches",10,2020-05-20,0_geschwindigkeitsanzeige_geschwindigkei...
4299,6,"jerry, arthur, remini, heffernans, zoolander",1,2020-05-20,6_bryant_gestorben_tod_wallow
4300,20,"wirbelstürme, stürme, ozeane, erwärmung, hurrikane",1,2020-05-20,20_schiff_göttert_oltmanns_cruises
4301,34,"fatal, riesenfehlers, herunterspötteln, schmutzeleien, knieschlotternden",1,2020-05-20,34_markus_merkel_spahn_österreich
4302,37,"funkgerät, argumentiert, funkraum, eingedrungene, marconis",1,2020-05-20,37_italien_virus_italienischen_italiens
4303,43,"facebook, praxistipps, trick, online, tricks",1,2020-05-20,43_app_android_google_microsoft
4304,48,"playstation, spielestreamingdienst, xbox, spieleabo, brancheninsider",1,2020-05-20,48_xbox_playstation_microsoft_games
4305,49,"fritzbox, wlan, changelog, cable, update",1,2020-05-20,49_smartphone_apple_iphone_smartphones
4306,57,"onlinehandel, präsenzhandel, konferenzanbieter, kunden, dienstreisen",1,2020-05-20,
4307,61,"raffael, borghese, galleria, florenz, quirinale",1,2020-05-20,61_jefferson_matisse_benedict_saillard
4308,65,"israel, palästinenser, israels, jerusalem, westjordanland",1,2020-05-20,65_israel_annexion_israels_taliban
4309,71,"biathlon, gesamtweltcup, eckhoff, wierer, verfolger",1,2020-05-20,71_biathlon_geiger_vierschanzentournee_o...
4310,73,"draxinger, dzida, großraumbüro, pflege, reeperbahn",3,2020-05-20,73_viele_zeit_menschen_mehr
4311,82,"wurstprodukten, dhem, preissenkungen, wurstbrache, rohstoffpreisen",1,2020-05-20,82_tiere_fleisch_wolf_elefanten
4312,88,"fördertopf, kosten, energetische, förderbank, förderfähigen",1,2020-05-20,88_wasser_luft_reinigen_feuchtigkeit
4313,94,"transgender, trans, intersexuellen, ungarns, ungarn",1,2020-05-20,94_ungarn_brüssel_ungarns_ungarische
4314,99,"infarm, infarms, billigimage, gewächshäusern, salate",1,2020-05-20,99_beutner_sauvignon_corvers_weinsberg
4315,102,"künste, bebauungsplan, zentrums, hessische, auszuschreiben",1,2020-05-20,102_bahn_frankfurt_straße_ice
4316,103,"delange, giesinger, song, delanges, tauschkonzert",1,2020-05-20,103_beethoven_musik_beethovens_oper
4317,107,"dorothy, defender, mercedes, rennsport, 1909",1,2020-05-20,107_tesla_auto_volkswagen_fahrzeuge
4318,108,"verschwörungstheoretiker, sicherheitsstaat, flüchtlingskrise, verschwörungstheorien, massentierhaltung",1,2020-05-20,
4319,114,"homburg, spurlos, tankstelle, feuerwehr, erlensee",1,2020-05-20,114_warburg_lübcke_staatsanwaltschaft_wö...
4320,120,"brasilien, chloroquin, malaria, brasilianischen, dunkelziffer",1,2020-05-20,120_infektionen_neuinfektionen_coronavir...
4321,128,"vatertag, himmelfahrt, christi, apostelgeschichte, gottesdienste",1,2020-05-20,128_instagram_mutter_mode_immer
4322,133,"impfstoff, finanzanalysten, impfungen, botenstoff, geimpften",1,2020-05-20,133_impfstoff_virus_19_coronavirus
4323,141,"summerer, meister, gekürt, proficlubs, vereine",1,2020-05-20,141_olympischen_olympia_fußball_2021
4324,154,"weltwirtschaft, weltweite, felbermayr, handelsorganisation, renationalisieren",1,2020-05-20,
4325,-1,"vatertag, johannis, vaterrolle, eintracht, bratseth",21,2020-05-21,-1_wenn_dann_mehr_über
4326,0,"morissette, alanis, lionel, wörter, brechtisches",10,2020-05-21,0_geschwindigkeitsanzeige_geschwindigkei...
4327,3,"luehmann, feuilletonisten, podcast, jan, donnerstags",1,2020-05-21,3_podcast_app_19_umeinen
4328,7,"itunes, kauf, preis, kündbar, abonnement",1,2020-05-21,7_ferrari_hamilton_mercedes_fahrer
4329,14,"planeten, aurigae, astronomen, babyplaneten, planet",1,2020-05-21,14_neutrinos_planeten_kometen_quarks
4330,23,"schaftsministerin, raumkapsel, landwirt, dragon, raumstation",1,2020-05-21,23_germanwings_eurowings_hammersbach_flü...
4331,32,"lufthansa, borjans, steueroasen, bundesregierung, steuerzahler",1,2020-05-21,32_airlines_flugzeug_flugzeuge_aeroteleg...
4332,49,"playstation, autobleem, raspberry, controller, roms",1,2020-05-21,49_smartphone_apple_iphone_smartphones
4333,95,"darm, farfalle, schmetterlingen, kakadu, magen",2,2020-05-21,95_salz_butter_zucker_kochen
4334,100,"kriposprecherin, davontrug, flughafentunnel, geisterfahrt, randalierte",2,2020-05-21,100_unfall_a3_jährige_krankenhaus
4335,102,"scheuerpflug, fraport, multifunktionsarena, verkehrskonzept, flughafen",1,2020-05-21,102_bahn_frankfurt_straße_ice
4336,103,"holländer, okruashvili, wiesbaden, sang, straussens",1,2020-05-21,103_beethoven_musik_beethovens_oper
4337,107,"lamborghini, hochleistungssportwagen, ferrari, sportwagen, brasilien",1,2020-05-21,107_tesla_auto_volkswagen_fahrzeuge
4338,108,"hesselbach, hesselbachs, vorgeführt, slogan, einäscherung",1,2020-05-21,
4339,113,"ausbruchs, heinsberg, grippemüdigkeit, präventionsparadoxon, vorsorgliche",1,2020-05-21,
4340,115,"hausnebenkosten, nebenkosten, kosten, einfamilienhaus, straßenausbaubeitrag",1,2020-05-21,115_mieter_vermieter_miete_mietvertrag
4341,133,"sequenzierverfahren, unkenntlichkeit, unerträgliche, eliminieren, gesundheitssysteme",1,2020-05-21,133_impfstoff_virus_19_coronavirus
4342,134,"impfstoff, zwangslizenz, patents, patentschutz, impfstoffs",1,2020-05-21,134_impfstoff_biontech_19_virus
4343,138,"sterilisation, sterilisationen, kupferkette, vereinslogo, sterilisiert",1,2020-05-21,
4344,143,"helikoptergeld, zukunftsfonds, konjunkturelle, mobilitätsplattformen, transformationsimpulse",1,2020-05-21,143_kinderbonus_300_kinderfreibetrag_202...
4345,145,"rassisten, extremisten, manifesten, reihenhausbesitzer, aluminiumbehüteten",1,2020-05-21,145_spd_scholz_karrenbauer_thüringen
4346,154,"schuldenquote, zinsen, schulden, schuldenstand, schuldenpolitik",1,2020-05-21,
4347,167,"lukanga, kolonialen, 1912, afrika, 1920",1,2020-05-21,167_trainer_hoffenheim_nagelsmann_schreu...
4348,168,"bayern, münchner, jahrzehnt, raffgier, münchen",1,2020-05-21,168_bayern_kovac_trainer_münchen
4349,174,"fanderl, dara, kaufhof, karstadt, kartellermittlungen",1,2020-05-21,174_rapper_baron_rap_harich
4350,-1,"apfelwein, moanis, seifert, jena, dänen",26,2020-05-22,-1_wenn_dann_mehr_über
4351,0,"morissette, alanis, lionel, wörter, brechtisches",8,2020-05-22,0_geschwindigkeitsanzeige_geschwindigkei...
4352,6,"utah, jazz, bulls, 1223, basketballs",1,2020-05-22,6_bryant_gestorben_tod_wallow
4353,27,"beirut, gampl, film, ramadans, destani",1,2020-05-22,27_film_netflix_filme_hollywood
4354,43,"abhören, sprachnachricht, trick, sprachnachrichten, telefonieren",1,2020-05-22,43_app_android_google_microsoft
4355,49,"kontaktprotokoll, notification, apps, warn, 13",1,2020-05-22,49_smartphone_apple_iphone_smartphones
4356,57,"vergemeinschaftung, 18, individuum, pestgestank, aufklärungszeit",1,2020-05-22,
4357,73,"roboter, sauger, putz, herankrabbelnden, stromkontakten",1,2020-05-22,73_viele_zeit_menschen_mehr
4358,80,"gewerkschaft, landesfachgruppe, mittelschulen, notbetreuung, runternehmen",1,2020-05-22,80_schulen_schule_lehrer_unterricht
4359,90,"volkskongress, eröffnungssitzung, politshow, zimmern, tischen",1,2020-05-22,90_china_wuhan_virus_coronavirus
4360,91,"militärausgaben, hongkong, militärbudget, china, chinesische",1,2020-05-22,91_china_hongkong_chinesischen_chinesisc...
4361,99,"pappkörbchen, herbeigeschafft, erdbeerfeldfläche, beelitz, wohnorts",1,2020-05-22,99_beutner_sauvignon_corvers_weinsberg
4362,100,"staatsanwaltschaft, leipzig, bohrte, böschung, unfall",1,2020-05-22,100_unfall_a3_jährige_krankenhaus
4363,107,"bolsonaro, ecall, itunes, umbesetzung, betätigt",1,2020-05-22,107_tesla_auto_volkswagen_fahrzeuge
4364,110,"köln, siegesserie, virus, verschwörungstheorien, aufjefallen",1,2020-05-22,110_virus_coronavirus_schuld_pandemie
4365,133,"cannabidiol, einfallstore, inhaltsstoffe, impfstoff, inhaltsstoffs",2,2020-05-22,133_impfstoff_virus_19_coronavirus
4366,145,"borchardt, vorpommern, mecklenburg, borchardts, christdemokraten",1,2020-05-22,145_spd_scholz_karrenbauer_thüringen
4367,147,"vodafone, dsl, giga, auftragsbestätigungen, landgericht",1,2020-05-22,
4368,151,"aktien, verlustrisiko, börsen, direktbank, handelsvolumen",1,2020-05-22,151_aktien_dollar_investoren_geld
4369,154,"währungsunion, schulden, staatsanleihen, notenbank, arbeitsmarktregime",1,2020-05-22,
4370,169,"beckenbauer, netzer, beckenbauers, fußball, kitzhof",1,2020-05-22,169_bayern_flick_münchen_bundesliga
4371,171,"brych, münchners, gestenärmer, grölenden, brisanteste",1,2020-05-22,171_bayern_trainer_bundesliga_hoeneß
4372,177,"heidenheimer, nürnberg, vfb, gonther, wiesbadenern",1,2020-05-22,177_bundesliga_köln_trainer_fußball
4373,-1,"we, sky, live, free, vaccine",23,2020-05-23,-1_wenn_dann_mehr_über
4374,0,"morissette, alanis, lionel, wörter, brechtisches",8,2020-05-23,0_geschwindigkeitsanzeige_geschwindigkei...
4375,4,"workout, übungen, isometric, bauchübungen, bauchmuskelpartien",1,2020-05-23,4_fitness_übungen_workout_workouts
4376,6,"wallow, max, wallows, tätertypus, seinem",1,2020-05-23,6_bryant_gestorben_tod_wallow
4377,28,"schinzel, augusto, uhrzeigersinn, bissle, sellaturm",1,2020-05-23,28_lufthansa_airlines_airline_jetlines
4378,32,"absturz, pia, pakistans, pilot, pakistan",2,2020-05-23,32_airlines_flugzeug_flugzeuge_aeroteleg...
4379,34,"sparsamen, finanzmärkten, österreich, kommissionspräsidentin, reformzusagen",1,2020-05-23,34_markus_merkel_spahn_österreich
4380,45,"voecks, homeoffice, dering, mutabor, empfangstresen",1,2020-05-23,45_marketing_unternehmen_digitalisierung...
4381,59,"infektionen, neuinfektionen, spanien, touristen, mallorca",1,2020-05-23,59_trump_trumps_donald_präsident
4382,60,"bedauern, rüstungskontrollvertrag, vertragsklauseln, eutschland, zurückzuziehen",1,2020-05-23,60_lukaschenko_belarus_sanktionen_russla...
4383,65,"diplomaten, diplomatie, videokonferenzen, verhandlungen, bilateralen",1,2020-05-23,65_israel_annexion_israels_taliban
4384,73,"airlines, passagiere, passagieren, körpertemperatur, temperaturchecks",1,2020-05-23,73_viele_zeit_menschen_mehr
4385,91,"hongkong, hongkonger, sonderverwaltungszone, sicherheitsgesetz, zentralregierung",1,2020-05-23,91_china_hongkong_chinesischen_chinesisc...
4386,95,"rhabarber, vermengen, demerara, chorescht, zucker",1,2020-05-23,95_salz_butter_zucker_kochen
4387,100,"hersfeld, fahrbahn, notbremsen, bundesautobahn, verlor",1,2020-05-23,100_unfall_a3_jährige_krankenhaus
4388,102,"komplettabriss, doppelbühne, glasfoyer, westdeutschlands, stadtraum",1,2020-05-23,102_bahn_frankfurt_straße_ice
4389,103,"kupferzell, posaunenchören, hohenlohekreis, bretzfeld, rebenglühen",1,2020-05-23,103_beethoven_musik_beethovens_oper
4390,111,"regierungssprecherin, allgemeinen, thüringen, aufheben, mindestabstand",1,2020-05-23,111_lockdown_dezember_deutschland_neuinf...
4391,120,"restaurants, gaststätten, podbielski, quarantänefälle, neuinfektion",3,2020-05-23,120_infektionen_neuinfektionen_coronavir...
4392,127,"transidentität, geschlechtsdysphorie, trans, transmenschen, hormone",1,2020-05-23,127_sex_partner_orgasmus_liebe
4393,130,"fesseln, systemirrelevanten, verpixelter, hygienischem, notstromaggregaten",1,2020-05-23,130_mustafa_familie_emad_schumann
4394,144,"rundfunkauftrag, verfassungsrechtlichen, rundfunkanstalten, beitragssenkung, rundfunkbeiträge",1,2020-05-23,144_zeitumstellung_volksbank_bedford_str...
4395,145,"schäfer, bouffier, hessens, scheffel, volker",1,2020-05-23,145_spd_scholz_karrenbauer_thüringen
4396,155,"ginter, borussia, durchziehen, rheinischen, gladbacher",1,2020-05-23,155_weidinger_dfb_trainer_listerien
4397,-1,"thiele, knox, klimaschutz, unternehmer, kohfeldt",18,2020-05-24,-1_wenn_dann_mehr_über
4398,0,"morissette, alanis, lionel, wörter, brechtisches",12,2020-05-24,0_geschwindigkeitsanzeige_geschwindigkei...
4399,12,"dienstmädchen, pinkeln, brasilianischen, latinoseele, machismo",1,2020-05-24,12_brasilien_bolivien_brasilianische_bra...
4400,27,"kinos, film, imax, filmtrailer, filmpaläste",1,2020-05-24,27_film_netflix_filme_hollywood
4401,29,"liga, vereine, sauer, sachsen, drittligaklub",1,2020-05-24,29_schäfer_setzer_holter_frauen
4402,46,"optische, glasfaser, glasfaserkabeln, mikrokämme, solitonenkristalle",1,2020-05-24,46_roboter_actionfiguren_mähroboter_dece...
4403,49,"akku, motorola, datenblatt, schnellladetechnik, gfx",1,2020-05-24,49_smartphone_apple_iphone_smartphones
4404,59,"empathiearme, podcast, podcasts, abonnieren, bolsonaro",1,2020-05-24,59_trump_trumps_donald_präsident
4405,73,"südkorea, daegu, choi, südkoreaner, gangnam",3,2020-05-24,73_viele_zeit_menschen_mehr
4406,80,"schüler, runge, präsenzunterricht, schulbehörde, wochen",1,2020-05-24,80_schulen_schule_lehrer_unterricht
4407,91,"huawei, telegraph, großbritannien, huaweis, netze",1,2020-05-24,91_china_hongkong_chinesischen_chinesisc...
4408,92,"insekten, mückenspray, insektenwelt, beeindruckendsten, phobie",1,2020-05-24,92_brotkäfer_insekten_nest_wespen
4409,120,"gottesdienst, baptisten, gemeinde, pritzkau, niedersachsen",3,2020-05-24,120_infektionen_neuinfektionen_coronavir...
4410,125,"co2, treibhausgasneutralität, geden, atmosphäre, netto",1,2020-05-24,125_co2_emissionen_co₂_klimaschutz
4411,133,"neutralisierende, antikörper, studienresultate, fachmagazinen, therapeutics",1,2020-05-24,133_impfstoff_virus_19_coronavirus
4412,145,"kohlekommission, niebert, steinkohle, kohleverstromung, steinkohlekraftwerke",1,2020-05-24,145_spd_scholz_karrenbauer_thüringen
4413,163,"poulsen, werner, rb, mainz, leipzig",1,2020-05-24,163_mainzer_mateta_beierlorzer_schröder
4414,169,"beckenbauer, hinteregger, torschütze, geisterabend, goretzka",1,2020-05-24,169_bayern_flick_münchen_bundesliga
4415,170,"trainerwechsel, fca, frappierenden, offensivbemühungen, bazee",1,2020-05-24,170_elefanten_wolhuter_grammozis_wildere...
4416,173,"betreiber, scheune, auflagen, ostfriesland, hannoverschen",1,2020-05-24,173_friedrich_mälzer_berliner_hamburger
4417,177,"erzgebirge, bus, nürnberg, mannschaftsbus, schuster",1,2020-05-24,177_bundesliga_köln_trainer_fußball
4418,178,"derby, oberasbach, hektischer, theatralik, gepfiffen",1,2020-05-24,178_borussia_haaland_lucien_erling
4419,-1,"joris, lindner, shen, whelan, kuhle",32,2020-05-25,-1_wenn_dann_mehr_über
4420,0,"morissette, alanis, lionel, wörter, brechtisches",11,2020-05-25,0_geschwindigkeitsanzeige_geschwindigkei...
4421,73,"erdbeerkuchen, gelatineschicht, miczaika, frauen, brinkhaus",2,2020-05-25,73_viele_zeit_menschen_mehr
4422,80,"verantwortbarer, länderzuständigkeit, abstandsregelung, bundesgebiet, festlegung",1,2020-05-25,80_schulen_schule_lehrer_unterricht
4423,86,"risiken, reisewarnung, flügen, kroatien, luftverkehrskonzern",1,2020-05-25,86_spanien_kanaren_reisewarnung_mallorca
4424,95,"staudensellerie, frühlingszwiebel, aufzucht, gemüsearten, wasserglas",1,2020-05-25,95_salz_butter_zucker_kochen
4425,102,"ice, schienenkonzern, reservierungspflicht, vorabbuchungen, pfingstwochende",1,2020-05-25,102_bahn_frankfurt_straße_ice
4426,103,"westafrikanischen, disco, worldbeat, jazzclubs, guinéenne",1,2020-05-25,103_beethoven_musik_beethovens_oper
4427,105,"methadon, babysitterin, prozessauftakt, vergiftungstod, angeklagte",1,2020-05-25,105_jährige_cornelia_staatsanwaltschaft_...
4428,116,"massenschlägerei, steintribüne, nürnberg, eingefunden, mittelfranken",1,2020-05-25,116_polizei_demonstration_demonstranten_...
4429,130,"gymnasium, nachhilfelehrerin, schule, lehrerin, mathe",1,2020-05-25,130_mustafa_familie_emad_schumann
4430,152,"immobilien, kaufanfragen, auswertung, immobilienportale, zinslage",1,2020-05-25,152_dollar_milliarden_euro_aktien
4431,154,"bundesregierung, grundkapital, eigenkapitalmaßnahmen, stabilisierungspaket, fonds",1,2020-05-25,
4432,169,"hinteregger, bayern, dortmund, münchen, eintracht",1,2020-05-25,169_bayern_flick_münchen_bundesliga
4433,-1,"muttermilch, putzfrau, serangeli, frauen, frankfurter",24,2020-05-26,-1_wenn_dann_mehr_über
4434,0,"morissette, alanis, lionel, wörter, brechtisches",11,2020-05-26,0_geschwindigkeitsanzeige_geschwindigkei...
4435,7,"abt, itunes, racer, preis, app",1,2020-05-26,7_ferrari_hamilton_mercedes_fahrer
4436,13,"nasa, astronauten, raumstation, spacex, rakete",1,2020-05-26,13_nasa_spacex_astronauten_raumstation
4437,32,"triebwerke, dahlewitz, mittelengland, triebwerkshersteller, stellenstreichungen",1,2020-05-26,32_airlines_flugzeug_flugzeuge_aeroteleg...
4438,49,"soundpakete, lizenzfrei, musikproduktion, computergestützte, albumcover",1,2020-05-26,49_smartphone_apple_iphone_smartphones
4439,80,"hauptschule, mündlichen, generellen, erlass, vorerkrankungen",1,2020-05-26,80_schulen_schule_lehrer_unterricht
4440,93,"verschuldungsverbot, wiederaufbaufonds, niederlande, selbstsucht, selbstsüchtige",1,2020-05-26,93_brexit_großbritannien_brüssel_britisc...
4441,100,"raunheim, b43, verfolgungsjagd, schlingerbewegung, martinshorn",1,2020-05-26,100_unfall_a3_jährige_krankenhaus
4442,102,"rheinland, pfalz, dreyer, gigabitfähige, landkreisprojekt",1,2020-05-26,102_bahn_frankfurt_straße_ice
4443,103,"rothenberg, musikalischen, vertritt, klangerzeugnis, singvögeln",1,2020-05-26,103_beethoven_musik_beethovens_oper
4444,107,"bike, sushi, vanmoof, akku, hingucker",1,2020-05-26,107_tesla_auto_volkswagen_fahrzeuge
4445,119,"eisenmann, gleichaltrigen, württemberg, untergeordnete, trägern",1,2020-05-26,119_stuttgart_stuttgarter_matarazzo_würt...
4446,121,"krause, waffen, rüstungsexporte, rüstungsexporten, bundesregierung",1,2020-05-26,121_klimaschutz_hildebrand_energiewende_...
4447,130,"behinderte, behinderten, zerebralparese, infantile, bewegungsstörung",1,2020-05-26,130_mustafa_familie_emad_schumann
4448,138,"mutter, allerletzten, beigesetzt, todestag, trauert",1,2020-05-26,
4449,139,"bohmann, gehaltsverzicht, handball, eishockey, patentrezept",1,2020-05-26,139_bohmann_handball_gislason_demokraten
4450,145,"intersexualität, trans, lünsmann, transsexuellengesetz, transsexuellengesetzes",1,2020-05-26,145_spd_scholz_karrenbauer_thüringen
4451,171,"augenthaler, leitwölfe, hummels, bayern, müller",1,2020-05-26,171_bayern_trainer_bundesliga_hoeneß
4452,-1,"amthor, püschel, lindner, kusaksizoglu, gabionenwände",25,2020-05-27,-1_wenn_dann_mehr_über
4453,0,"morissette, alanis, lionel, wörter, brechtisches",11,2020-05-27,0_geschwindigkeitsanzeige_geschwindigkei...
4454,34,"br, zuspruch, freistaat, bayern, bayerntrend",1,2020-05-27,34_markus_merkel_spahn_österreich
4455,38,"floyd, minneapolis, floyds, cop, arbery",1,2020-05-27,38_polizisten_minneapolis_demonstranten_...
4456,41,"kg2, schach, udssr, dxf3, matulović",1,2020-05-27,41_roblox_spieler_kasparov_scrabble
4457,43,"apple, google, app, technikgläubigkeit, informatikern",1,2020-05-27,43_app_android_google_microsoft
4458,49,"hörstöpsel, bluetooth, ladeetui, süd, preisgünstige",1,2020-05-27,49_smartphone_apple_iphone_smartphones
4459,80,"sofortfonds, entgegnete, gnadl, volker, kommunen",1,2020-05-27,80_schulen_schule_lehrer_unterricht
4460,100,"gustavsburg, reinigungsfahrzeug, kreis, krankenhaus, geschleudert",3,2020-05-27,100_unfall_a3_jährige_krankenhaus
4461,102,"blablabus, busse, fernbus, flixbus, bussen",1,2020-05-27,102_bahn_frankfurt_straße_ice
4462,103,"konzerthonorare, konzertbetriebs, orchestervereinigung, freischaffenden, mertens",1,2020-05-27,103_beethoven_musik_beethovens_oper
4463,106,"modelle, zweirad, pedelecs, bikes, antrieb",1,2020-05-27,106_bike_fahrräder_bikes_wagenknecht
4464,107,"geschwindigkeitsbegrenzung, fahren, brasilien, benziner, autoprämie",2,2020-05-27,107_tesla_auto_volkswagen_fahrzeuge
4465,115,"mieterbund, nutzung, wohnungscharakter, teilgewerbliche, entgeltliche",1,2020-05-27,115_mieter_vermieter_miete_mietvertrag
4466,128,"lilly, bräune, becker, bikini, streifenfreie",1,2020-05-27,128_instagram_mutter_mode_immer
4467,152,"türken, türkei, türkische, wirtschaftlichen, wirtschaftsfaktoren",1,2020-05-27,152_dollar_milliarden_euro_aktien
4468,166,"zorc, dortmund, lucien, aussage, watzke",1,2020-05-27,166_bayern_werder_wolfsburg_bundesliga
4469,173,"proteststimmung, entsteht, enteignungs, demokratieabbau, brüchigwerden",1,2020-05-27,173_friedrich_mälzer_berliner_hamburger
4470,177,"strack, schumacher, albanien, 1984, gerd",1,2020-05-27,177_bundesliga_köln_trainer_fußball
4471,-1,"bayern, keeper, cookies, hornbach, alstom",24,2020-05-28,-1_wenn_dann_mehr_über
4472,0,"morissette, alanis, lionel, wörter, brechtisches",11,2020-05-28,0_geschwindigkeitsanzeige_geschwindigkei...
4473,9,"flächenbrände, nordpolarkreis, brände, feuer, sturmsystem",1,2020-05-28,9_feuer_brände_australien_sydney
4474,32,"lufthansa, zubringerflüge, wizzair, jets, zubringerstrecken",1,2020-05-28,32_airlines_flugzeug_flugzeuge_aeroteleg...
4475,43,"fia, verstöße, wettbewerbsmanipulation, untersuchungen, ferrari",1,2020-05-28,43_app_android_google_microsoft
4476,49,"telekom, fraenk, mobilfunkmarke, tarif, datenvolumina",1,2020-05-28,49_smartphone_apple_iphone_smartphones
4477,59,"twitter, regulieren, zuckerberg, briefwahl, trumps",1,2020-05-28,59_trump_trumps_donald_präsident
4478,61,"vatikanischen, kolosseum, florenz, raffaels, kapelle",1,2020-05-28,61_jefferson_matisse_benedict_saillard
4479,66,"epstein, clinton, insel, podcast, epsteins",1,2020-05-28,66_depp_amber_weinstein_depps
4480,73,"wetzlar, igmg, terzi, festtagsgebet, moscheeverband",1,2020-05-28,73_viele_zeit_menschen_mehr
